date,open,high,low,close,volume
20250723,704.5329,712.7749,703.1016,711.7291,8771615
20250724,715.1901,721.747,712.1481,712.946,10920836
20250725,715.0555,718.7807,710.0535,710.8315,8271698
20250728,713.3449,722.8554,710.8315,715.7686,8715743
20250729,718.1325,722.5909,698.0946,698.1844,13267032
20250730,706.2534,706.6623,689.4073,693.4068,27077286
20250731,773.1893,782.7145,763.5245,771.4339,38831098
20250801,758.7569,764.0131,743.3768,748.0647,19028710
20250804,758.0287,774.835,756.4429,774.3563,15801727
20250805,774.4311,781.0987,761.021,761.4798,11640294
20250806,768.0028,771.6334,758.4877,769.9876,9733910
20250807,771.4838,772.9898,757.5799,759.854,9019691
20250808,760.7716,767.9031,756.6124,767.3046,7320755
20250811,768.0776,771.4522,762.6866,763.8835,7611964
20250812,770.995,791.6114,770.4265,787.9509,14579765
20250813,789.0979,793.3929,776.2115,778.0567,8811750
20250814,775.8624,785.7666,770.5063,780.1013,8116193
20250815,782.1161,794.1847,778.7947,783.1933,13375361
20250818,773.0746,773.7977,754.5978,765.3796,16513737
20250819,765.1303,765.1801,747.4163,749.5308,12286690
20250820,745.631,748.2541,729.104,745.7806,11898190
20250821,742.7734,743.5664,731.2086,737.183,8876307
20250822,737.3126,754.9368,732.4852,752.8323,10612667
20250825,752.8622,756.9116,748.1843,751.3461,6861158
20250826,748.8526,752.9121,746.0,752.144,7601800
20250827,750.3487,752.1938,740.9133,745.4415,8315435
20250828,742.0702,751.1016,738.8736,749.1618,7467955
20250829,743.3469,745.2021,733.4393,736.784,9070546
20250902,724.1568,734.091,719.8586,733.2033,9350857
20250903,734.091,738.33,732.0855,735.1383,7699332
20250904,746.6284,759.1857,743.8855,746.7082,11439078
20250905,750.6629,755.9841,743.0976,750.4983,9663441
20250908,754.0341,764.5219,750.0694,750.3487,13087816
20250909,755.5253,764.3124,751.4758,763.714,10999026
20250910,763.1454,763.714,749.0521,750.0295,12478276
20250911,752.6926,755.1363,746.4289,748.9523,7923284
20250912,746.783,755.6053,741.8309,753.6302,8248557
20250915,755.5053,772.0623,750.0345,762.7166,10533780
20250916,765.0106,779.3333,763.1155,776.9795,11782482
20250917,777.9669,781.2583,764.3224,773.703,9400867
20250918,778.7249,786.7341,771.3541,778.2262,10954950
20250919,784.3802,788.7489,767.195,776.3611,23696824
20250922,779.8171,783.692,762.4872,763.1754,11706946
20250923,767.2548,768.6013,749.1219,753.4407,10872592
20250924,755.5352,759.1359,750.5732,758.687,8828227
20250925,751.4957,754.8021,742.6188,746.9675,10591065
20250926,748.0547,749.9796,735.4407,741.8209,9696338
20250929,746.778,748.8327,737.2328,741.4718,9246768
20250930,740.3248,741.0429,724.4162,732.4752,16226750
20251001,719.6186,719.9776,708.3579,715.4794,20419633
20251002,720.7058,725.8823,716.2773,725.1642,11415271
20251003,727.7325,729.104,708.338,708.717,16154305
20251006,703.3559,715.0206,688.719,713.8038,21654738
20251007,715.8584,716.6363,703.9195,711.2304,12062928
20251008,711.5995,717.7834,705.9741,715.9781,10790571
20251009,716.412,731.6075,710.5921,731.6075,12717172
20251010,729.0242,733.3629,702.6827,703.4706,16980091
20251013,711.1606,718.0727,705.8059,713.8436,9251796
20251014,705.9442,713.694,697.5161,706.8119,8829757
20251015,715.2001,722.0224,707.6697,715.6888,10246766
20251016,715.6888,723.6083,702.0543,710.2231,9017010
20251017,705.241,716.6763,704.2885,715.0555,12232441
20251020,719.3194,731.8668,718.312,730.2709,8900204
20251021,734.106,736.5845,726.8598,731.3681,7647269
20251022,731.9266,738.6791,722.152,731.5077,8734491
20251023,732.7944,740.4844,731.1985,732.0962,9855974
20251024,734.8789,739.2875,729.2536,736.4449,9151267
20251027,747.7854,753.7898,746.0698,748.8726,11321080
20251028,750.6779,756.4329,743.5864,749.4909,12193818
20251029,752.7924,757.1859,740.5841,749.7204,26818592
20251030,667.4144,679.1937,648.4836,664.7413,88440094
20251031,672.7605,673.1395,643.8955,646.6683,56953169
20251103,654.2985,657.6198,634.5299,636.0559,33003599
20251104,626.406,640.0754,624.3863,625.6929,27356553
20251105,630.6699,640.5642,624.9124,634.3005,20219855
20251106,634.2008,634.3504,616.3971,617.3346,23628750
20251107,614.886,620.5211,599.6406,620.0974,29946826
20251110,629.4531,633.353,616.5018,630.1214,19245000
